state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,length_of_waiting_period_days_handguns,additional_context_and_notes,discrepancies,law_id
North Dakota,ND,38,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,ND1056
North Dakota,ND,38,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,ND1057
North Dakota,ND,38,2024,1,prohibited possessor,violent misdemeanor limited,handgun and long gun,NA,NA,Approved 4/27/11; confirmed in Westlaw,NA,ND1058
North Dakota,ND,38,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,ND1059
Nebraska,NE,31,2024,1,background checks,permit to purchase,handgun,NA,NA,Exception for holders of CCW permits.,NA,NE1001
Nebraska,NE,31,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,NE1003
Nebraska,NE,31,2024,0,carrying a concealed weapon (ccw),prohibited,handgun,NA,NA,Unclear what year this law was first implemented.,NA,NE1005
Nebraska,NE,31,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,NE1006
Nebraska,NE,31,2024,0,permit to purchase,maximum waiting period,handgun,NA,NA,NA,Vernick and Hepburn (2003) citation is slightly wrong.,NE1009
Nebraska,NE,31,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,NE1010
Nebraska,NE,31,2024,0,minimum age,purchase and sale,handgun,21,NA,Applies only to purchases from unlicensed sellers.,NA,NE1012
Nebraska,NE,31,2024,1,minimum age,purchase and sale,long gun,18,NA,Neb. Rev. Stat. § 28-1201 defines juvenile as 18 or under.,NA,NE1013
Nebraska,NE,31,2024,1,permit to purchase,required,handgun,NA,NA,NA,NA,NE1020
Nebraska,NE,31,2024,1,minimum age,purchase and sale,handgun,18,NA,Neb. Rev. Stat. § 28-1201 defines juvenile as 18 or under.,NA,NE1025
Nebraska,NE,31,2024,1,permit to purchase,maximum waiting period,handgun,NA,NA,NA,NA,NE1027
Nebraska,NE,31,2024,1,prohibited possessor,dvro ex parte : expanded,handgun and long gun,NA,NA,"This law allows for the judge's discretion about whether to bar the defendant from owning, possessing, or purchasing firearms.",NA,NE1029
Nebraska,NE,31,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,NE1036
Nebraska,NE,31,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,NE1037
Nebraska,NE,31,2024,1,castle doctrine,expanded 1,handgun and long gun,NA,NA,NA,NA,NE1042
Nebraska,NE,31,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,NE1043
Nebraska,NE,31,2024,1,background checks,private sales : point of sale,handgun,NA,NA,NA,NA,NE1044
Nebraska,NE,31,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,NE1045
Nebraska,NE,31,2024,1,firearms in college/university,public and private : possession prohibited,handgun,NA,NA,School not defined until 2009 amendment.,NA,NE1047
Nebraska,NE,31,2024,1,firearms in college/university,public and private : CCW not allowed,handgun,NA,NA,"Carrying in general not allowed, and no special exemption allowed for CCW permit holders.

Exception for vehicles. "" (h) a handgun carried as a concealed handgun by a valid holder of a permit issued under the Concealed Handgun Permit Act in a vehicle or on his or her person while riding in or on a vehicle into or onto any parking area, which is open to the public and used by a school if, prior to exiting the vehicle, the handgun is locked inside the glove box, trunk, or other compartment of the vehicle, a storage box securely attached to the vehicle, or, if the vehicle is a motorcycle, other than an autocycle, a hardened compartment securely attached to the motorcycle while the vehicle is in or on such parking area, except as prohibited by federal law.""",NA,NE1048
Nebraska,NE,31,2024,1,firearms in college/university,public and private : possession prohibited,long gun,NA,NA,School not defined until 2009 amendment.,NA,NE1049
Nebraska,NE,31,2024,1,local laws preempted by state,limited,handgun,NA,NA,"In a law effective 7/15/2010, Nebraska clarified that cities and villages are also prohibited from requiring the registration of a concealed handgun owned, possessed, or transported by a holder of a concealed carry permit.",NA,NE1051
Nebraska,NE,31,2024,1,waiting period,Waiting Periods: De facto (permit required),handgun,NA,10,"de facto (permit required)”: The law does not require that permits are issued with a delay, but in practice they may take weeks to obtain, so we treat this as a de facto waiting period for handguns, and arbitrarily set the length of the waiting period to 10 days.",NA,NE1054
Nebraska,NE,31,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,NE1055
Nebraska,NE,31,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,Formerly cited as NE ST § 69-2441,NA,NE1056
Nebraska,NE,31,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,NE1057
Nebraska,NE,31,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,NE1059
Nebraska,NE,31,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,NE1060
Nebraska,NE,31,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,NE1061
Nebraska,NE,31,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,NE1062
New Hampshire,NH,33,2024,0,background checks,sales from dealer,handgun,NA,NA,"Repealed in 1998, but N.H. Rev. Stat. § 159-D:1 says, ""The department of safety may become the point of contact for the federal government for the purposes of the National Instant Criminal Background Check System (NICS).""",NA,NH1002
New Hampshire,NH,33,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,NH1004
New Hampshire,NH,33,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,NH1005
New Hampshire,NH,33,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,NH1006
New Hampshire,NH,33,2024,1,child access laws,negligent storage,handgun and long gun,NA,NA,NA,NA,NH1008
New Hampshire,NH,33,2024,1,dealer license,state license requirement,handgun,NA,NA,"Also applies to assault weapons. AMENDMENTS--1991. Substituted ""director of the division of state police"" for ""secretary of state"" preceding ""effective"" in the introductory paragraph.



 



--1981. Paragraph III: Substituted ""revolver, or other firearm"" for ""or revolver"" following ""pistol"" and deleted ""unless he has a permit as required by RSA 159:7"" following ""felony"".



 



--1979. Paragraph III: Deleted ""an unnaturalized foreign-born person or"" preceding ""a person"".



 



--1967. Paragraph I: Added ""or at any organized sporting show or arms collectors"" meeting sponsored by a chartered club or organization"" following ""license"".",NA,NH1009
New Hampshire,NH,33,2024,0,minimum age,purchase and sale,handgun,18,NA,NA,NA,NH1012
New Hampshire,NH,33,2024,1,minimum age,purchase and sale,handgun,18,NA,NA,NA,NH1013
New Hampshire,NH,33,2024,1,open carry,license required,handgun,NA,NA,Initially passed as N.H. Rev. Stat. § 159:9.,NA,NH1017
New Hampshire,NH,33,2024,1,prohibited possessor,dvro,handgun and long gun,NA,NA,This law includes a firearm surrender requirement. This law includes a discretionary firearm removal requirement.,NA,NH1026
New Hampshire,NH,33,2024,1,prohibited possessor,dvro ex parte,handgun and long gun,NA,NA,This law includes a discretionary firearm surrender requirement. This law includes a discretionary firearm removal requirement.,NA,NH1027
New Hampshire,NH,33,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,NH1029
New Hampshire,NH,33,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,NH1035
New Hampshire,NH,33,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,NH1036
New Hampshire,NH,33,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,NH1040
New Hampshire,NH,33,2024,1,waiting period,federal,handgun,NA,NA,"The interim provisions of the Brady Law became effective on February 28, 1994, and ceased to apply on 1/1/1995 because New Hampshire implemented instant background check system.",NA,NH1041
New Hampshire,NH,33,2024,0,waiting period,federal,handgun,NA,5,"In general, the waiting period applies only in states without an acceptable alternate system of conducting background checks on handgun purchasers.",NA,NH1043
New Hampshire,NH,33,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,NH1044
New Hampshire,NH,33,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,Exception: Nothing in this section shall be construed as affecting a political subdivision's right to adopt zoning ordinances for the purpose of regulating firearms or knives businesses in the same manner as other businesses or to take any action allowed under RSA 207:59.,NA,NH1047
New Hampshire,NH,33,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,NH1050
New Hampshire,NH,33,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,NH1052
New Hampshire,NH,33,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,NH1053
New Hampshire,NH,33,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,NH1054
New Hampshire,NH,33,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,NH1055
New Hampshire,NH,33,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,NH1056
New Jersey,NJ,34,2024,1,background checks,permit to purchase,long gun,NA,NA,Firearm Purchaser ID Card requires a background check. ID card allows unlimited sales of long guns. Couldn't verify dates.  Unclear what year this law was first implemented.,NA,NJ1002
New Jersey,NJ,34,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,NJ1004
